document,topic
earn4092,23
earn4092,34
tin4093,5
tin4093,18
tin4093,24
tin4093,26
tin4093,40
tin4094,1
tin4094,2
tin4094,3
tin4094,6
tin4094,7
tin4094,10
tin4094,12
tin4094,13
tin4094,15
tin4094,19
tin4094,24
tin4094,26
tin4094,28
tin4094,35
tin4094,39
tin4094,40
tin4094,44
lumber4095,0
lumber4095,1
lumber4095,3
lumber4095,10
lumber4095,15
lumber4095,17
lumber4095,23
lumber4095,26
lumber4095,35
lumber4095,36
lumber4095,38
lumber4095,43
earn4096,0
earn4096,29
earn4096,34
earn4096,39
earn4097,0
earn4097,34
earn4098,5
earn4098,38
tin4099,0
tin4099,1
tin4099,6
tin4099,8
tin4099,12
tin4099,13
tin4099,14
tin4099,24
tin4099,26
tin4099,33
tin4099,39
tin4099,42
tin4099,45
tin4099,47
tin4099,51
acq4100,10
acq4100,16
acq4100,19
acq4100,28
acq4100,38
acq4100,39
acq4100,45
acq4100,50
acq4101,15
acq4101,29
acq4102,2
acq4102,3
acq4102,6
acq4102,14
acq4102,26
acq4102,28
acq4102,34
acq4102,35
acq4102,38
acq4102,44
acq4103,8
acq4103,18
acq4103,34
acq4103,38
acq4103,47
acq4103,51
acq4104,15
acq4104,51
earn4105,7
earn4105,14
earn4105,22
earn4105,35
earn4105,42
earn4105,50
acq4106,4
acq4106,10
acq4106,13
acq4106,14
acq4106,15
acq4106,24
acq4106,29
acq4106,38
acq4106,43
acq4106,49
acq4106,51
acq4107,0
acq4107,1
acq4107,10
acq4107,13
acq4107,15
acq4107,18
acq4107,22
acq4107,23
acq4107,24
acq4107,29
acq4107,38
acq4107,41
acq4107,42
acq4107,43
acq4107,45
acq4107,46
acq4107,47
acq4107,51
earn4108,21
earn4108,31
earn4108,34
earn4109,13
earn4109,17
earn4109,20
earn4109,21
earn4109,34
earn4110,22
earn4110,28
earn4110,35
earn4110,38
earn4110,48
earn4110,50
retail4111,7
retail4111,22
retail4111,28
retail4111,38
retail4111,42
retail4111,48
gnp4112,13
gnp4112,22
gnp4112,24
gnp4112,28
gnp4112,30
gnp4112,39
gnp4112,41
gnp4112,44
gnp4112,45
earn4113,6
earn4113,8
earn4113,9
earn4114,17
earn4114,21
earn4114,34
earn4115,21
earn4115,34
earn4115,46
acq4116,7
acq4116,9
acq4116,29
acq4116,38
acq4117,0
acq4117,9
acq4117,11
acq4117,15
acq4117,16
acq4117,19
acq4117,24
acq4117,38
acq4117,39
earn4118,2
earn4118,13
earn4118,21
earn4118,22
earn4118,28
earn4118,31
earn4118,34
earn4118,38
earn4118,40
earn4118,48
earn4118,49
earn4118,50
crude4119,3
crude4119,7
crude4119,10
crude4119,11
crude4119,14
crude4119,20
crude4119,23
crude4119,24
crude4119,26
crude4119,30
crude4119,35
crude4119,37
crude4119,39
crude4119,42
crude4119,45
earn4120,5
earn4120,9
earn4120,10
earn4120,15
earn4120,21
earn4120,29
earn4120,31
earn4120,35
earn4120,40
earn4121,0
earn4121,1
earn4121,10
earn4121,11
earn4121,22
earn4121,26
earn4121,35
earn4121,38
earn4121,43
earn4121,46
earn4122,1
earn4122,34
earn4123,34
earn4124,21
earn4124,34
earn4125,1
earn4125,14
earn4125,34
earn4125,35
earn4126,5
earn4127,5
earn4127,21
earn4127,41
earn4127,47
crude4128,0
crude4128,1
crude4128,6
crude4128,12
crude4128,13
crude4128,18
crude4128,21
crude4128,26
crude4128,30
crude4128,32
crude4128,33
crude4128,36
crude4128,37
crude4128,51
acq4129,13
acq4129,14
acq4129,15
acq4129,29
acq4129,43
acq4129,49
acq4129,51
acq4130,10
acq4130,14
acq4130,15
acq4130,24
acq4130,26
acq4130,29
acq4130,45
acq4130,51
earn4131,5
earn4131,9
earn4131,51
earn4132,5
earn4132,11
earn4132,31
earn4132,37
earn4133,0
earn4133,2
earn4133,7
earn4133,11
earn4133,12
earn4133,19
earn4133,22
earn4133,23
earn4133,24
earn4133,26
earn4133,29
earn4133,35
earn4133,42
earn4133,43
earn4133,45
earn4133,46
earn4133,48
earn4133,51
acq4134,10
acq4134,15
acq4134,29
acq4134,32
acq4134,38
acq4134,51
earn4135,0
earn4135,1
earn4135,2
earn4135,9
earn4135,11
earn4135,14
earn4135,15
earn4135,17
earn4135,24
earn4135,27
earn4135,31
earn4135,35
earn4135,37
earn4135,39
earn4135,43
earn4135,46
earn4135,47
earn4135,50
earn4135,51
acq4136,8
acq4136,10
acq4136,14
acq4136,15
acq4136,29
acq4136,38
acq4136,43
acq4136,44
acq4136,45
acq4136,46
acq4136,49
earn4137,5
earn4137,9
earn4137,10
earn4137,15
earn4137,21
earn4137,50
acq4138,0
acq4138,15
acq4138,24
acq4138,29
acq4138,33
acq4138,35
acq4138,38
acq4138,42
acq4138,51
acq4139,1
acq4139,15
acq4139,16
acq4139,38
acq4139,39
acq4139,51
earn4140,1
earn4140,22
earn4140,34
earn4141,34
earn4141,43
earn4141,51
earn4142,7
earn4142,10
earn4142,11
earn4142,14
earn4142,23
earn4142,29
earn4142,31
earn4142,33
earn4142,35
earn4142,38
earn4142,43
earn4142,50
earn4143,9
earn4143,33
earn4143,34
earn4144,3
earn4144,23
earn4144,34
earn4144,37
earn4145,0
earn4145,9
earn4146,0
earn4146,5
acq4147,0
acq4147,15
acq4147,45
earn4148,10
earn4148,23
earn4148,27
earn4148,31
earn4148,34
earn4148,38
earn4149,25
earn4149,33
earn4149,35
earn4149,43
earn4149,44
acq4150,5
acq4150,10
acq4150,29
acq4150,30
acq4150,43
acq4151,6
acq4151,11
acq4151,12
acq4151,14
acq4151,26
acq4151,38
acq4151,40
earn4152,5
earn4152,9
earn4152,19
earn4152,40
acq4153,14
acq4153,15
acq4153,25
acq4153,38
acq4153,47
acq4153,51
earn4154,7
earn4154,10
earn4154,27
earn4154,35
earn4154,44
earn4154,49
crude4155,4
crude4155,7
crude4155,13
crude4155,17
crude4155,22
crude4155,23
crude4155,24
crude4155,26
crude4155,30
crude4155,37
crude4155,47
trade4156,13
trade4156,14
trade4156,16
trade4156,17
trade4156,21
trade4156,24
trade4156,26
trade4156,40
trade4156,45
earn4157,5
earn4157,16
earn4157,25
earn4158,5
earn4158,38
acq4159,9
acq4159,11
acq4159,15
acq4159,23
acq4159,50
earn4160,23
earn4160,24
earn4160,31
earn4160,34
earn4161,9
earn4161,10
earn4161,15
earn4161,23
money-fx4162,0
money-fx4162,2
money-fx4162,13
money-fx4162,15
money-fx4162,16
money-fx4162,22
money-fx4162,24
money-fx4162,27
money-fx4162,29
money-fx4162,32
money-fx4162,36
money-fx4162,39
money-fx4162,45
money-fx4162,48
money-fx4162,51
earn4163,5
earn4163,21
earn4163,31
acq4164,23
acq4164,24
acq4164,25
acq4164,29
acq4164,37
acq4164,38
acq4164,40
acq4164,43
earn4165,0
earn4165,2
earn4165,4
earn4165,7
earn4165,10
earn4165,15
earn4165,17
earn4165,19
earn4165,20
earn4165,22
earn4165,23
earn4165,24
earn4165,35
earn4165,39
earn4165,43
earn4165,45
earn4165,46
earn4165,50
acq4166,1
acq4166,3
acq4166,9
acq4166,10
acq4166,11
acq4166,15
acq4166,29
acq4166,38
acq4166,51
acq4167,6
acq4167,11
acq4167,12
acq4167,14
acq4167,23
acq4167,38
earn4168,34
money-fx4169,2
money-fx4169,7
money-fx4169,9
money-fx4169,13
money-fx4169,24
money-fx4169,26
money-fx4169,28
money-fx4169,29
money-fx4169,30
money-fx4169,41
money-fx4169,42
money-fx4169,43
money-fx4169,44
money-fx4169,48
earn4170,21
earn4170,25
earn4170,31
earn4170,34
earn4171,21
earn4171,34
earn4172,17
earn4172,29
earn4172,31
earn4172,33
earn4172,34
earn4172,40
earn4173,34
ipi4174,2
ipi4174,7
ipi4174,22
ipi4174,24
ipi4174,35
ipi4174,40
ipi4174,42
money-fx4175,2
money-fx4175,24
money-fx4175,45
money-fx4176,2
money-fx4176,39
money-fx4177,2
money-fx4177,13
money-fx4177,16
money-fx4177,39
money-fx4177,45
trade4178,3
trade4178,11
trade4178,14
trade4178,16
trade4178,18
trade4178,20
trade4178,24
trade4178,32
trade4178,39
trade4178,40
trade4178,45
trade4178,46
earn4179,1
earn4179,2
earn4179,3
earn4179,7
earn4179,10
earn4179,14
earn4179,22
earn4179,24
earn4179,28
earn4179,29
earn4179,33
earn4179,35
earn4179,38
earn4179,45
earn4179,48
earn4179,50
crude4180,0
crude4180,2
crude4180,3
crude4180,11
crude4180,13
crude4180,14
crude4180,17
crude4180,22
crude4180,24
crude4180,26
crude4180,30
crude4180,35
crude4180,37
crude4180,44
crude4180,51
trade4181,2
trade4181,4
trade4181,14
trade4181,22
trade4181,24
trade4181,39
trade4181,44
trade4181,45
trade4181,46
trade4181,47
trade4182,7
trade4182,11
trade4182,13
trade4182,24
trade4182,25
trade4182,30
trade4182,39
trade4182,44
trade4182,45
rubber4183,6
rubber4183,17
rubber4183,18
rubber4183,22
rubber4183,26
rubber4183,31
rubber4183,37
rubber4183,39
rubber4183,40
rubber4183,45
money-fx4184,2
money-fx4184,45
crude4185,2
crude4185,7
crude4185,24
crude4185,26
crude4185,37
crude4185,45
crude4185,50
money-fx4186,2
money-fx4186,13
money-fx4186,16
money-fx4186,24
money-fx4186,26
money-fx4186,45
trade4187,12
trade4187,16
trade4187,24
trade4187,25
trade4187,44
trade4187,45
trade4187,47
trade4187,50
earn4188,23
earn4188,34
earn4188,51
crude4189,7
crude4189,24
crude4189,30
crude4189,37
earn4190,2
earn4190,3
earn4190,6
earn4190,9
earn4190,23
earn4190,28
earn4190,34
earn4190,35
earn4190,43
earn4190,46
earn4190,48
earn4190,51
earn4191,34
earn4191,51
grain4192,5
grain4192,11
grain4192,12
grain4192,16
grain4192,20
grain4192,24
grain4192,27
grain4192,36
grain4192,40
grain4192,43
grain4192,45
grain4192,50
grain4192,51
earn4193,3
earn4193,9
earn4193,15
earn4193,34
earn4193,42
earn4193,48
earn4193,49
earn4193,51
acq4194,0
acq4194,2
acq4194,3
acq4194,14
acq4194,15
acq4194,17
acq4194,22
acq4194,23
acq4194,25
acq4194,29
acq4194,33
acq4194,35
acq4194,37
acq4194,42
acq4194,45
earn4195,17
earn4195,34
earn4195,35
acq4196,15
acq4196,30
acq4197,0
acq4197,9
acq4197,15
acq4197,17
acq4197,24
acq4197,28
acq4197,30
acq4197,31
acq4197,51
earn4198,14
earn4198,17
earn4198,33
earn4198,34
earn4198,35
crude4199,3
crude4199,11
crude4199,13
crude4199,14
crude4199,22
crude4199,24
crude4199,26
crude4199,35
crude4199,37
crude4199,39
crude4199,44
crude4199,51
trade4200,7
trade4200,20
trade4200,30
acq4201,0
acq4201,2
acq4201,14
acq4201,22
acq4201,24
acq4201,29
acq4201,38
acq4201,40
acq4201,43
acq4201,44
acq4201,45
acq4201,50
money-fx4202,2
money-fx4202,8
money-fx4202,12
earn4203,2
earn4203,6
earn4203,8
earn4203,9
earn4203,11
earn4203,14
earn4203,16
earn4203,22
earn4203,23
earn4203,28
earn4203,36
earn4203,37
earn4203,45
earn4203,51
trade4204,2
trade4204,14
trade4204,23
trade4204,24
trade4204,25
trade4204,32
trade4204,35
trade4204,39
trade4204,45
money-supply4205,2
money-supply4205,30
money-supply4205,48
money-supply4205,49
money-supply4205,50
trade4206,1
trade4206,12
trade4206,13
trade4206,21
trade4206,22
trade4206,23
trade4206,24
trade4206,37
trade4206,40
trade4206,45
rubber4207,1
rubber4207,2
rubber4207,13
rubber4207,14
rubber4207,22
rubber4207,26
rubber4207,33
rubber4207,40
rubber4207,44
rubber4207,45
rubber4207,46
rubber4207,47
money-fx4208,2
money-fx4208,16
money-fx4208,18
money-fx4208,44
earn4209,11
earn4209,34
earn4209,42
earn4210,0
earn4210,1
earn4210,5
earn4210,6
earn4210,10
earn4210,11
earn4210,18
earn4210,28
earn4210,33
earn4210,34
earn4210,35
earn4210,42
earn4210,43
earn4210,48
earn4210,51
sugar4211,2
sugar4211,7
sugar4211,8
sugar4211,20
sugar4211,26
sugar4211,32
grain4212,2
grain4212,10
grain4212,12
grain4212,13
grain4212,14
grain4212,15
grain4212,19
grain4212,20
grain4212,24
grain4212,30
grain4212,32
grain4212,45
grain4212,46
money-fx4213,2
money-fx4213,13
money-fx4213,16
money-fx4213,24
money-fx4213,26
money-fx4213,45
ipi4214,2
ipi4214,7
ipi4214,22
ipi4214,40
ipi4214,42
ipi4214,51
trade4215,3
trade4215,11
trade4215,14
trade4215,16
trade4215,18
trade4215,20
trade4215,24
trade4215,32
trade4215,39
trade4215,40
trade4215,45
trade4215,46
trade4216,7
trade4216,11
trade4216,13
trade4216,24
trade4216,25
trade4216,30
trade4216,39
trade4216,44
trade4216,45
earn4217,34
earn4217,39
acq4218,0
acq4218,2
acq4218,14
acq4218,22
acq4218,24
acq4218,29
acq4218,38
acq4218,40
acq4218,43
acq4218,44
acq4218,45
acq4218,50
trade4219,2
trade4219,14
trade4219,23
trade4219,24
trade4219,25
trade4219,32
trade4219,35
trade4219,39
trade4219,45
earn4220,3
earn4220,4
earn4220,15
earn4220,31
earn4220,33
earn4220,34
earn4220,38
earn4220,39
earn4220,42
earn4220,50
earn4220,51
money-fx4221,2
money-fx4221,13
money-fx4221,16
money-fx4221,39
money-fx4221,45
crude4222,7
crude4222,24
crude4222,30
crude4222,37
interest4223,8
interest4223,26
interest4223,48
money-fx4224,2
money-fx4224,16
money-fx4224,18
money-fx4224,44
trade4225,12
trade4225,16
trade4225,24
trade4225,25
trade4225,44
trade4225,45
trade4225,47
trade4225,50
interest4226,0
interest4226,2
interest4226,8
interest4226,15
interest4226,26
interest4226,33
interest4226,48
interest4226,50
money-fx4227,2
money-fx4227,12
money-fx4227,18
money-fx4227,28
money-fx4227,47
jobs4228,0
jobs4228,1
jobs4228,2
jobs4228,3
jobs4228,5
jobs4228,13
jobs4228,22
jobs4228,24
jobs4228,26
jobs4228,28
jobs4228,29
jobs4228,32
jobs4228,39
jobs4228,45
sugar4229,4
sugar4229,7
sugar4229,19
sugar4229,20
sugar4229,26
sugar4229,35
sugar4229,49
sugar4230,2
sugar4230,7
sugar4230,8
sugar4230,19
sugar4230,20
sugar4230,28
sugar4230,37
sugar4230,46
acq4231,15
acq4231,24
acq4231,30
acq4231,38
acq4231,39
acq4231,45
acq4231,46
acq4231,51
grain4232,2
grain4232,4
grain4232,6
grain4232,8
grain4232,12
grain4232,17
grain4232,20
grain4232,22
grain4232,24
grain4232,32
grain4232,35
grain4232,39
grain4232,44
grain4232,45
grain4232,49
grain4232,50
ship4233,6
ship4233,12
ship4233,14
ship4233,15
ship4233,17
ship4233,18
ship4233,23
ship4233,24
ship4233,25
ship4233,36
ship4233,37
ship4233,39
ship4233,45
acq4234,8
acq4234,10
acq4234,15
acq4234,22
acq4234,23
acq4234,29
acq4234,38
acq4234,39
acq4235,8
acq4235,12
acq4235,15
acq4235,29
acq4235,44
acq4236,9
acq4236,10
acq4236,15
acq4236,42
acq4236,51
trade4237,2
trade4237,35
trade4237,39
trade4237,40
trade4237,45
trade4237,48
ship4238,2
ship4238,6
ship4238,12
ship4238,17
ship4238,18
ship4238,24
ship4238,25
ship4238,36
ship4238,38
ship4238,45
ship4238,46
trade4239,2
trade4239,35
trade4239,39
trade4239,40
trade4239,45
trade4239,48
retail4240,7
retail4240,22
earn4241,8
earn4241,10
earn4241,11
earn4241,12
earn4241,34
earn4241,35
earn4241,36
earn4241,40
earn4241,42
earn4241,43
earn4241,48
earn4241,51
acq4242,6
acq4242,9
acq4242,10
acq4242,15
acq4242,24
acq4242,35
acq4242,38
acq4242,41
acq4242,43
acq4242,49
livestock4243,0
livestock4243,2
livestock4243,3
livestock4243,11
livestock4243,12
livestock4243,13
livestock4243,16
livestock4243,19
livestock4243,23
livestock4243,24
livestock4243,35
livestock4243,40
livestock4243,44
livestock4243,46
livestock4243,47
retail4244,7
retail4244,10
retail4244,14
retail4244,19
retail4244,48
earn4245,0
earn4245,7
earn4245,15
earn4245,22
earn4245,24
earn4245,26
earn4245,35
earn4245,42
earn4245,43
earn4245,49
earn4245,51
earn4246,27
earn4246,31
earn4246,34
earn4246,35
earn4246,44
earn4246,48
acq4247,15
acq4247,35
acq4247,43
money-fx4248,2
money-fx4248,13
money-fx4248,16
money-fx4248,24
money-fx4248,26
money-fx4248,45
acq4249,0
acq4249,9
acq4249,10
acq4249,11
acq4249,15
acq4249,26
acq4249,29
acq4249,35
acq4249,38
acq4249,40
acq4249,44
potato4250,6
potato4250,12
potato4250,16
potato4250,18
potato4250,23
potato4250,27
potato4250,32
potato4250,33
potato4250,39
potato4250,45
earn4251,0
earn4251,1
earn4251,5
earn4251,7
earn4251,22
earn4251,23
earn4251,24
earn4251,25
earn4251,27
earn4251,35
earn4251,41
earn4251,46
earn4251,47
earn4251,49
acq4252,1
acq4252,11
acq4252,14
acq4252,17
acq4252,29
acq4252,33
acq4252,38
earn4253,9
earn4253,15
earn4253,23
earn4254,5
earn4254,8
earn4254,16
earn4254,31
trade4255,2
trade4255,4
trade4255,14
trade4255,22
trade4255,24
trade4255,39
trade4255,44
trade4255,45
trade4255,46
trade4255,47
cpi4256,1
cpi4256,7
cpi4256,16
cpi4256,22
cpi4256,30
money-fx4257,12
money-fx4257,18
money-fx4257,28
money-fx4257,47
money-fx4257,49
money-fx4257,50
acq4258,5
acq4258,14
acq4258,15
acq4258,17
acq4258,28
acq4258,30
acq4258,35
acq4258,38
earn4259,11
earn4259,34
earn4259,39
earn4260,1
earn4260,3
earn4260,5
earn4260,9
earn4260,11
earn4260,18
earn4260,30
earn4260,34
earn4260,35
earn4260,38
earn4260,50
earn4260,51
earn4261,5
earn4261,9
earn4261,21
earn4261,25
earn4261,44
acq4262,3
acq4262,38
acq4262,40
acq4262,50
earn4263,5
earn4263,17
earn4264,4
earn4264,31
earn4264,34
earn4264,35
earn4265,17
earn4265,21
earn4265,34
earn4266,23
earn4266,28
earn4266,34
earn4266,40
earn4267,21
earn4267,34
earn4268,34
earn4268,41
earn4268,42
earn4268,48
trade4269,2
trade4269,14
trade4269,24
trade4269,26
trade4269,35
trade4269,37
trade4269,39
trade4269,45
trade4269,50
trade4269,51
acq4270,2
acq4270,6
acq4270,9
acq4270,26
acq4270,28
acq4270,29
acq4270,30
acq4270,38
acq4270,39
acq4270,42
acq4270,45
acq4270,46
acq4270,51
earn4271,31
earn4271,34
crude4272,3
crude4272,6
crude4272,7
crude4272,9
crude4272,11
crude4272,12
crude4272,14
crude4272,18
crude4272,23
crude4272,24
crude4272,37
crude4272,38
crude4272,39
crude4272,41
crude4272,42
crude4272,45
crude4272,50
acq4273,0
acq4273,2
acq4273,14
acq4273,15
acq4273,23
acq4273,24
acq4273,30
acq4273,39
acq4273,42
acq4273,46
acq4273,47
acq4273,48
acq4273,51
gold4274,7
gold4274,19
gold4274,22
gold4274,25
gold4274,34
gold4274,35
gold4274,44
gold4274,48
acq4275,15
acq4275,29
acq4275,42
acq4275,46
acq4275,49
money-fx4276,12
money-fx4276,22
money-fx4276,28
money-fx4276,50
earn4277,3
earn4277,4
earn4277,7
earn4277,9
earn4277,20
earn4277,35
earn4277,42
earn4277,48
earn4277,51
crude4278,8
crude4278,10
crude4278,14
crude4278,22
crude4278,23
crude4278,24
crude4278,37
crude4278,39
crude4278,45
crude4278,50
earn4279,19
earn4279,34
earn4279,50
earn4280,9
earn4280,15
acq4281,7
acq4281,13
acq4281,14
acq4281,15
acq4281,24
acq4281,26
acq4281,28
acq4281,29
acq4281,46
acq4281,51
earn4282,3
earn4282,22
earn4282,34
earn4282,38
earn4282,39
earn4282,41
earn4282,42
earn4282,48
acq4283,9
acq4283,10
acq4283,11
acq4283,15
acq4283,19
acq4283,26
acq4283,50
acq4283,51
acq4284,0
acq4284,1
acq4284,3
acq4284,9
acq4284,10
acq4284,14
acq4284,15
acq4284,23
acq4284,24
acq4284,29
acq4284,31
acq4284,35
acq4284,38
acq4284,43
acq4284,46
acq4284,49
acq4284,50
acq4285,1
acq4285,9
acq4285,14
acq4285,29
acq4285,43
earn4286,0
earn4286,1
earn4286,5
earn4286,9
earn4286,19
earn4286,38
earn4286,41
earn4287,5
earn4287,23
earn4287,49
earn4288,5
earn4288,39
earn4288,46
earn4289,5
earn4289,9
earn4289,15
earn4289,19
earn4289,47
earn4290,13
earn4290,34
earn4290,50
earn4291,34
money-fx4292,0
money-fx4292,1
money-fx4292,2
money-fx4292,5
money-fx4292,7
money-fx4292,16
money-fx4292,18
money-fx4292,21
money-fx4292,22
money-fx4292,24
money-fx4292,26
money-fx4292,36
money-fx4292,37
money-fx4292,39
money-fx4292,41
money-fx4292,45
money-fx4292,48
earn4293,0
earn4293,3
earn4293,9
earn4293,10
earn4293,30
earn4294,2
earn4294,5
earn4294,7
earn4294,22
earn4294,25
earn4294,27
earn4294,35
earn4294,43
earn4294,44
earn4294,48
interest4295,2
interest4295,8
interest4295,22
interest4295,25
earn4296,2
earn4296,8
earn4296,12
earn4296,14
earn4296,26
earn4296,28
earn4296,35
earn4296,39
earn4296,40
earn4296,45
earn4297,5
earn4297,13
earn4297,50
earn4298,31
earn4299,34
acq4300,15
acq4301,2
acq4301,6
acq4301,11
acq4301,15
acq4301,18
acq4301,26
acq4301,42
acq4301,51
earn4302,17
earn4302,34
earn4302,44
reserves4303,1
reserves4303,3
reserves4303,7
reserves4303,38
reserves4303,42
reserves4303,48
reserves4303,50
acq4304,15
acq4304,24
acq4304,28
acq4304,38
acq4304,49
acq4304,51
crude4305,11
crude4305,13
crude4305,14
crude4305,22
crude4305,24
crude4305,30
crude4305,37
crude4305,45
crude4305,46
crude4305,47
crude4305,50
acq4306,15
acq4306,29
acq4306,38
acq4306,45
acq4306,51
earn4307,9
earn4307,30
earn4307,42
money-fx4308,2
money-fx4308,11
money-fx4308,13
money-fx4308,14
money-fx4308,18
money-fx4308,24
money-fx4308,26
money-fx4308,37
money-fx4308,38
money-fx4308,40
money-fx4308,42
earn4309,5
earn4309,9
earn4309,15
earn4309,20
earn4309,30
earn4309,33
earn4309,42
acq4310,4
acq4310,9
acq4310,15
acq4310,24
acq4310,38
acq4310,42
acq4310,47
acq4310,49
acq4310,50
cocoa4311,4
cocoa4311,7
cocoa4311,20
cocoa4311,26
cocoa4311,38
cocoa4311,40
acq4312,9
acq4312,10
acq4312,12
acq4312,27
acq4312,29
acq4312,38
acq4312,45
acq4312,50
acq4313,21
acq4313,24
acq4313,25
acq4313,29
acq4313,37
acq4313,39
acq4313,41
acq4313,43
acq4313,45
acq4313,48
acq4313,49
acq4313,51
gold4314,6
gold4314,13
gold4314,18
gold4314,19
gold4314,21
gold4314,24
gold4314,25
gold4314,28
gold4314,32
gold4314,38
gold4314,44
gold4314,45
earn4315,31
earn4315,34
earn4315,37
earn4316,28
earn4316,33
earn4316,34
earn4316,39
earn4317,17
earn4317,19
earn4317,34
earn4318,1
earn4318,3
earn4318,7
earn4318,14
earn4318,17
earn4318,24
earn4318,28
earn4318,29
earn4318,35
earn4318,38
earn4318,39
earn4319,0
earn4319,3
earn4319,8
earn4319,11
earn4319,29
earn4319,31
earn4319,35
earn4319,41
earn4319,42
earn4319,43
earn4319,46
earn4319,48
earn4319,50
earn4320,4
earn4320,5
earn4320,34
earn4320,39
earn4321,0
earn4321,1
earn4321,13
earn4321,22
earn4321,32
earn4321,35
earn4321,38
earn4321,39
earn4321,46
earn4322,34
alum4323,2
alum4323,4
alum4323,19
alum4323,24
alum4323,26
alum4323,27
alum4323,31
alum4323,33
alum4323,38
alum4323,41
alum4323,44
alum4323,45
alum4323,48
earn4324,1
earn4324,34
earn4324,41
earn4324,42
earn4324,48
acq4325,1
acq4325,5
acq4325,10
acq4325,16
acq4325,30
acq4325,38
acq4325,40
acq4325,46
earn4326,15
earn4326,31
earn4326,34
earn4326,35
earn4326,51
earn4327,34
earn4328,9
earn4328,17
earn4328,34
grain4329,7
grain4329,9
grain4329,14
grain4329,20
grain4329,24
grain4329,32
grain4329,44
earn4330,5
earn4330,23
earn4330,47
earn4331,5
earn4331,6
earn4331,21
earn4331,34
coffee4332,7
coffee4332,16
coffee4332,18
coffee4332,19
coffee4332,24
coffee4332,26
coffee4332,35
coffee4332,44
coffee4332,50
earn4333,13
earn4333,20
earn4333,22
earn4333,28
earn4333,31
earn4333,34
earn4333,37
earn4333,42
earn4333,48
acq4334,10
acq4334,21
acq4334,28
acq4334,29
acq4334,32
acq4334,34
acq4334,39
acq4334,43
acq4334,44
acq4334,46
acq4334,48
acq4334,49
acq4334,50
acq4334,51
earn4335,5
acq4336,1
acq4336,4
acq4336,5
acq4336,11
acq4336,18
acq4336,21
acq4336,23
acq4336,38
acq4336,46
acq4336,51
trade4337,0
trade4337,4
trade4337,18
trade4337,45
earn4338,5
earn4338,31
earn4338,51
crude4339,0
crude4339,6
crude4339,10
crude4339,11
crude4339,13
crude4339,16
crude4339,17
crude4339,23
crude4339,26
crude4339,33
crude4339,37
crude4339,38
crude4339,43
crude4339,46
crude4339,47
earn4340,33
earn4340,34
acq4341,0
acq4341,1
acq4341,5
acq4341,13
acq4341,15
acq4341,26
acq4341,27
acq4341,38
acq4341,47
acq4341,50
acq4342,4
acq4342,10
acq4342,15
acq4342,29
acq4342,51
acq4343,23
acq4343,31
acq4343,33
acq4343,38
acq4343,42
acq4343,48
earn4344,3
earn4344,34
earn4345,5
earn4345,37
earn4346,5
earn4346,31
acq4347,2
acq4347,10
acq4347,11
acq4347,15
acq4347,17
acq4347,18
acq4347,24
acq4347,26
acq4347,29
acq4347,35
acq4347,38
acq4347,39
acq4347,47
acq4347,51
tin4348,0
tin4348,5
tin4348,7
tin4348,10
tin4348,12
tin4348,13
tin4348,15
tin4348,18
tin4348,19
tin4348,22
tin4348,24
tin4348,25
tin4348,26
tin4348,35
tin4348,39
tin4348,40
tin4348,43
earn4349,25
earn4349,31
earn4349,34
earn4350,3
earn4350,4
earn4350,6
earn4350,11
earn4350,19
earn4350,20
earn4350,24
earn4350,30
earn4350,32
earn4350,35
earn4350,41
earn4350,44
earn4350,46
earn4350,49
grain4351,1
grain4351,2
grain4351,3
grain4351,7
grain4351,9
grain4351,10
grain4351,12
grain4351,14
grain4351,19
grain4351,22
grain4351,24
grain4351,26
grain4351,28
grain4351,35
grain4351,39
grain4351,40
grain4351,44
grain4351,46
grain4351,49
grain4351,50
grain4351,51
acq4352,0
acq4352,3
acq4352,8
acq4352,15
acq4352,17
acq4352,24
acq4352,25
acq4352,38
acq4352,39
acq4352,42
acq4352,44
acq4352,45
acq4352,46
acq4352,47
acq4352,50
acq4352,51
acq4353,0
acq4353,1
acq4353,3
acq4353,8
acq4353,14
acq4353,15
acq4353,18
acq4353,29
acq4353,38
acq4353,39
acq4353,41
earn4354,5
earn4354,34
earn4354,38
acq4355,8
acq4355,11
acq4355,15
acq4355,44
gold4356,6
gold4356,12
gold4356,14
gold4356,22
gold4356,25
gold4356,26
gold4356,44
gold4356,46
gold4356,49
gold4356,51
interest4357,3
interest4357,5
interest4357,8
interest4357,12
interest4357,14
interest4357,29
earn4358,14
earn4358,16
earn4358,31
earn4358,34
earn4358,35
earn4358,41
cocoa4359,7
cocoa4359,9
cocoa4359,10
cocoa4359,13
cocoa4359,15
cocoa4359,18
cocoa4359,20
cocoa4359,24
cocoa4359,25
cocoa4359,26
cocoa4359,29
cocoa4359,32
cocoa4359,39
cocoa4359,40
cocoa4359,44
acq4360,0
acq4360,3
acq4360,24
acq4360,35
acq4360,38
acq4360,40
acq4360,47
acq4360,48
acq4360,51
earn4361,0
earn4361,31
earn4361,34
earn4362,5
earn4362,9
earn4362,28
earn4363,12
earn4363,33
earn4363,34
earn4363,47
earn4364,14
earn4364,31
earn4364,34
earn4365,17
earn4365,34
earn4365,48
acq4366,11
acq4366,15
acq4366,29
acq4366,38
acq4366,46
earn4367,9
earn4367,29
